Distance à 0° (cm)
53.92857142857143
53.8
53.95
54.114285714285714
54.04
54.333333333333336
54.61666666666666
53.833333333333336
54.3
54.04
53.95
54.04
54.15555555555555
54.08
54.37142857142857
53.86666666666666
54.325
53.975
54.32000000000001
54.677777777777784
53.8
54.02222222222222
54.0
53.7
54.04
54.6
54.15
54.36
54.177777777777784
54.36
54.15714285714286
54.04
54.333333333333336
54.142857142857146
54.13333333333334
54.1125
53.833333333333336
53.833333333333336
54.660000000000004
54.0
54.142857142857146
54.05
54.375
54.6
54.083333333333336
54.3
54.660000000000004
53.457142857142856
54.04
53.9
54.083333333333336
53.9625
54.0
54.660000000000004
53.7625
54.083333333333336
53.7375
54.35
53.7375
54.08
54.620000000000005
54.114285714285714
53.7
54.9625
55.38333333333334
45.92857142857143
40.88
40.5375
41.5
41.7
42.25
40.96
41.15
40.96
41.01428571428572
41.0
41.0
41.3
40.81666666666667
41.114285714285714
41.239999999999995
40.9
40.96
41.05
41.1375
41.225
41.142857142857146
41.05
41.5125
41.54
41.56666666666667
40.6375
36.975
30.2625
22.619999999999997
15.5
10.18
7.58
6.128571428571428
5.24
10.325
19.675
27.98333333333333
34.5
38.175
39.18571428571428
39.42
39.7625
39.91666666666667
35.98571428571428
31.839999999999996
27.85
22.322222222222223
16.580000000000002
8.471428571428572
6.033333333333333
6.066666666666666
6.266666666666667
5.985714285714286
6.9
6.9
15.4
25.25
31.3625
36.11666666666667
38.375
39.81666666666667
39.46666666666667
29.866666666666667
32.36
40.8375
41.08333333333333
16.466666666666665
40.65
40.96
36.042857142857144
39.575
38.5
41.14
41.028571428571425
41.325
41.45
34.43333333333333
27.9
37.91666666666667
40.95
39.525
41.38
41.12
41.4125
41.41666666666667
41.5375
41.160000000000004
41.475
41.46
41.425
41.25714285714285
41.41666666666667
41.56666666666667
41.2
41.475
41.4
41.32
41.15
41.5
41.475
41.260000000000005
41.6375
41.175
41.375
41.44
41.325
41.1
41.375
41.45
41.142857142857146
41.475
41.511111111111106
41.41666666666667
41.516666666666666
41.15
41.22
41.4375
41.5
41.17777777777778
41.3
41.225
41.33333333333333
40.980000000000004
41.275
41.54
41.34285714285714
41.3
41.025
41.1375
41.480000000000004
41.4
40.92
41.4375
42.15
41.91111111111111
42.11666666666667
41.766666666666666
41.325
41.475
41.457142857142856
41.38
41.41666666666667
41.339999999999996
41.325
41.3125
41.4
41.2625
41.22
40.975
41.125
40.13333333333333
40.675
39.64
37.614285714285714
34.8
32.471428571428575
31.075
29.43333333333333
28.371428571428574
27.839999999999996
26.8
24.740000000000002
23.41111111111111
21.725
20.32
19.4
18.016666666666666
16.755555555555553
15.216666666666665
13.55
10.9
10.15
8.285714285714286
11.0
41.4125
41.339999999999996
41.425
3.75
0.7333333333333333
1.05
0.0
0.8714285714285713
0.8
0.3
0.0
0.45555555555555555
0.0
0.8400000000000001
0.5125
1.1666666666666665
0.7625
1.55
0.0
0.82
1.0
0.33333333333333337
0.5
0.0
1.25
28.5375
42.2
29.5
9.4
10.433333333333334
11.783333333333333
13.233333333333334
14.771428571428572
18.14
19.34
20.385714285714286
21.916666666666664
22.914285714285715
23.35
24.17142857142857
25.660000000000004
25.580000000000002
27.45
28.75
30.2
31.5
32.6625
33.71666666666667
34.375
35.7125
37.160000000000004
37.725
38.625
39.3375
40.33333333333333
40.4
41.41428571428572
40.46666666666667
41.475
41.32
41.18571428571428
40.0
38.22222222222222
36.31666666666667
35.05
33.58888888888889
31.825
31.3875
30.46
29.55
28.880000000000003
28.48
27.771428571428572
26.833333333333332
25.8375
24.5
24.114285714285714
23.22
22.119999999999997
22.125
21.580000000000002
21.02857142857143
20.483333333333334
19.133333333333333
18.733333333333334
17.775
15.8
15.580000000000002
13.433333333333334
12.9
11.55
10.475
9.7
11.288888888888888
42.42
42.471428571428575
42.32
42.4875
42.4
42.46
42.4
42.35
25.642857142857146
0.8
0.2857142857142857
0.33333333333333337
0.0
0.0
0.33333333333333337
0.2857142857142857
0.33333333333333337
0.5714285714285714
0.8
0.6777777777777778
0.33333333333333337
0.5599999999999999
0.5
1.5
39.51428571428572
44.725
44.57142857142857
44.78
44.64
44.455555555555556
44.71666666666667
44.422222222222224
44.739999999999995
44.5
44.660000000000004
44.28
44.68888888888889
44.46
44.66666666666667
44.6
44.75714285714285
44.53333333333333
44.53333333333333
44.91666666666667
44.5
44.4875
44.44
44.5
44.58333333333333
44.425
44.8
44.519999999999996
44.86666666666667
44.63333333333333
44.575
44.55
44.516666666666666
